id,name,LABEL,value
dim_637bfc5a,基本尺寸:尺寸描述,E54_Dimension,口径12、肩径21.2厘米
dim_2267d419,基本尺寸:尺寸描述,E54_Dimension,口径38.4、底径11.2厘米
dim_5423fde3,基本尺寸:尺寸描述,E54_Dimension,口径47.2、足高10.8、底径8.4厘米
dim_d79eb157,基本尺寸:尺寸描述,E54_Dimension,口径32、通高42.4、底径8、足高1.7厘米
dim_50bc26e7,基本尺寸:尺寸描述,E54_Dimension,口径32厘米
dim_3c365dd0,基本尺寸:尺寸描述,E54_Dimension,底径7.2厘米
dim_36cc916f,基本尺寸:尺寸描述,E54_Dimension,底径7.2、足高0.7厘米
mat_d81f3106,细砂红陶,E57_Material,
dim_52dc564a,基本尺寸:尺寸描述,E54_Dimension,底径14厘米
dim_6e5dec7c,基本尺寸:尺寸描述,E54_Dimension,底径8.5厘米
dim_e64d8728,基本尺寸:尺寸描述,E54_Dimension,直径12、通高5.4厘米
dim_0d7e3fce,基本尺寸:尺寸描述,E54_Dimension,上径4.1、下径4.5、厚0.4厘米
dim_4b1f1ba8,基本尺寸:尺寸描述,E54_Dimension,上径3.9、下径4.4、厚0.5~0.6厘米
dim_a21f946d,基本尺寸:尺寸描述,E54_Dimension,直径3、厚1.2厘米
dim_fe7f2e2a,基本尺寸:尺寸描述,E54_Dimension,直径5、厚2、孔径0.3厘米
mat_0eadc3e7,棕灰色,E57_Material,
dim_2e45279a,基本尺寸:尺寸描述,E54_Dimension,口径 21.6 厘米
dim_064c95a6,基本尺寸:尺寸描述,E54_Dimension,口径 21.6 厘米
dim_63db32e9,基本尺寸:尺寸描述,E54_Dimension,口径 13.2 厘米
dim_3359f4f0,基本尺寸:尺寸描述,E54_Dimension,口径 10.4 厘米
dim_1d8e572c,基本尺寸:尺寸描述,E54_Dimension,口径12.2、残高24厘米
dim_c23d2efa,基本尺寸:尺寸描述,E54_Dimension,盘径14.8厘米
dim_0c2358c0,基本尺寸:尺寸描述,E54_Dimension,座径7.8厘米
dim_f4678b65,基本尺寸:尺寸描述,E54_Dimension,口径5.6、通高20.4厘米
dim_72bd894c,基本尺寸:尺寸描述,E54_Dimension,口径16厘米
dim_df9966a8,基本尺寸:尺寸描述,E54_Dimension,残高16.4厘米
dim_24782c68,基本尺寸:尺寸描述,E54_Dimension,口径14.4、残高9.2厘米
dim_c66793d5,基本尺寸:尺寸描述,E54_Dimension,口径16.4、残高20.5厘米
type_75688660,"手制, 口部轮制",E55_Type,
type_38e81d28,篇圈足,E55_Type,
dim_2e055d9f,基本尺寸:尺寸描述,E54_Dimension,底径18.4厘米
dim_1c60bbb5,基本尺寸:尺寸描述,E54_Dimension,口径 19.2 厘米
dim_1590722d,基本尺寸:尺寸描述,E54_Dimension,口径 27.2 厘米
type_e7cc0a24,残浅盘豆,E55_Type,
dim_7baeb66b,基本尺寸:尺寸描述,E54_Dimension,口径 16、盘深 3.8 厘米
dim_85f93be3,基本尺寸:尺寸描述,E54_Dimension,底径 10、残高 24 厘米
dim_5d94dba0,基本尺寸:尺寸描述,E54_Dimension,残高9.6厘米
dim_989a9b6e,基本尺寸:尺寸描述,E54_Dimension,残高 11.2 厘米
dim_dbd0a4d1,基本尺寸:尺寸描述,E54_Dimension,口径 17.2、残高 8.8 厘米
dim_9d7fe15e,基本尺寸:尺寸描述,E54_Dimension,口径 14.4、残高 9.6 厘米
dim_7a9f0df2,基本尺寸:尺寸描述,E54_Dimension,直径8、孔径0.8、厚0.8厘米
dim_21587557,基本尺寸:尺寸描述,E54_Dimension,底径7.5厘米
dim_f4032639,基本尺寸:尺寸描述,E54_Dimension,口径27.6、通高32厘米
dim_74699e85,基本尺寸:尺寸描述,E54_Dimension,口径 12.2、腹径 13.6、通高 15.4 厘米
type_148e941e,"手制, 口沿经轮转",E55_Type,
dim_d276d54d,基本尺寸:尺寸描述,E54_Dimension,口径13.6厘米
dim_d1bac411,基本尺寸:尺寸描述,E54_Dimension,肩径12.4厘米
dim_773a06e0,基本尺寸:尺寸描述,E54_Dimension,口径10.8厘米
dim_466dfe0f,基本尺寸:尺寸描述,E54_Dimension,口径10.4厘米
dim_8b0cfe1b,基本尺寸:尺寸描述,E54_Dimension,口径13.6厘米
dim_16ffdedd,基本尺寸:尺寸描述,E54_Dimension,口径16.4厘米
type_0d312e30,隔残件,E55_Type,
dim_775d845a,基本尺寸:尺寸描述,E54_Dimension,口径 11.3 厘米
dim_ab585ef2,基本尺寸:尺寸描述,E54_Dimension,口径 15.4 厘米
dim_3863d24d,基本尺寸:尺寸描述,E54_Dimension,口径 25.6 厘米
dim_96cee499,基本尺寸:尺寸描述,E54_Dimension,口径 24.8 厘米
mat_d397b704,夹砂红灰陶,E57_Material,
dim_01703b9e,基本尺寸:尺寸描述,E54_Dimension,腰径 14 厘米
type_12dec5bf,上下部分别手制后再接合,E55_Type,
dim_ad12edcb,基本尺寸:尺寸描述,E54_Dimension,口径 30.4、腹径 28.8、腰径 16 厘米
type_a8525a2d,侈口分裆晕,E55_Type,
dim_35aeb054,基本尺寸:尺寸描述,E54_Dimension,口径15.3、颈高9、残高8.4厘米
type_7dfd5dcf,模制，颈部经轮转，玺手制后附,E55_Type,
type_cc252d06,敛口分裆罪,E55_Type,
dim_f0a6bac5,基本尺寸:尺寸描述,E54_Dimension,口径 12、残高约 23 厘米
dim_7816ffb9,基本尺寸:尺寸描述,E54_Dimension,口径 II、残高 17.2 厘米
dim_0dfbf864,基本尺寸:尺寸描述,E54_Dimension,底径6厘米
dim_96d5417f,基本尺寸:尺寸描述,E54_Dimension,底径6厘米
type_a1cda5dd,直腹爵,E55_Type,
dim_2f282933,基本尺寸:尺寸描述,E54_Dimension,流长7.2厘米
type_5262d508,直口篆,E55_Type,
dim_c3d24bce,基本尺寸:尺寸描述,E54_Dimension,口径28.4、圈足高4.4厘米
dim_f8ce28f8,基本尺寸:尺寸描述,E54_Dimension,足径21.6厘米
dim_56c0aa8b,基本尺寸:尺寸描述,E54_Dimension,足径14、高4.4厘米
dim_ccbd18b5,基本尺寸:尺寸描述,E54_Dimension,口径19.2、腹径25、残高18.8厘米
dim_27846955,基本尺寸:尺寸描述,E54_Dimension,口径20、残高10.4厘米
dim_eb13bdf2,基本尺寸:尺寸描述,E54_Dimension,口径25.2、残高8.5厘米
dim_435fa593,基本尺寸:尺寸描述,E54_Dimension,口径20、残高11.6厘米
dim_1ed1ba42,基本尺寸:尺寸描述,E54_Dimension,口径12.4、足径8.9、通高5.2厘米
dim_a2720e93,基本尺寸:尺寸描述,E54_Dimension,口径13、盘深3.6厘米
type_ecb6c509,深盘矮圈足豆,E55_Type,
dim_c788b92d,基本尺寸:尺寸描述,E54_Dimension,口径12.8、足径8.1、通高6厘米
dim_565afafa,基本尺寸:尺寸描述,E54_Dimension,口径 14、残高约 25 厘米
mat_02768d2c,鞣和料、细砂,E57_Material,
dim_f6acb87e,基本尺寸:尺寸描述,E54_Dimension,口径 14 厘米
type_17f49d6a,瓮底,E55_Type,
dim_000eb541,基本尺寸:尺寸描述,E54_Dimension,底径 9.2 厘米
dim_f97501f7,基本尺寸:尺寸描述,E54_Dimension,口径 14.4 厘米
dim_c6a2159a,基本尺寸:尺寸描述,E54_Dimension,口径 41.2 厘米
dim_ee3c0eec,基本尺寸:尺寸描述,E54_Dimension,口径 39.2 厘米
dim_5bee2fbc,基本尺寸:尺寸描述,E54_Dimension,口径 29.2、肩径 26.5、残高 28.4 厘米
dim_49d4a362,基本尺寸:尺寸描述,E54_Dimension,口径 34.4 厘米
dim_6622de23,基本尺寸:尺寸描述,E54_Dimension,口径 26.8 厘米
mat_a8175e7e,"砂质黄陶, 红胎",E57_Material,
dim_8dd4c604,基本尺寸:尺寸描述,E54_Dimension,口径 28、残高 19.2 厘米
dim_eda71832,基本尺寸:尺寸描述,E54_Dimension,口径 34、残高 37.6 厘米
dim_8feabf0b,基本尺寸:尺寸描述,E54_Dimension,口径 34.8 厘米
dim_ff0db166,基本尺寸:尺寸描述,E54_Dimension,口径 29.6 厘米
dim_bb27ed06,基本尺寸:尺寸描述,E54_Dimension,残高 16 厘米
dim_ae99888d,基本尺寸:尺寸描述,E54_Dimension,底径11、残高9.2厘米
dim_6bc89ddc,基本尺寸:尺寸描述,E54_Dimension,口径35.8厘米
dim_e4bb3b31,基本尺寸:尺寸描述,E54_Dimension,口径32.8、残高26.4厘米
dim_6bb3127b,基本尺寸:尺寸描述,E54_Dimension,口径35.6、残高32.4厘米
dim_419fbf7d,基本尺寸:尺寸描述,E54_Dimension,口径32厘米
dim_31f985a3,基本尺寸:尺寸描述,E54_Dimension,口径26.8、残高28.8厘米
dim_00fb0646,基本尺寸:尺寸描述,E54_Dimension,口径36.8、底径8.8、通高56厘米
dim_d81c3a5a,基本尺寸:尺寸描述,E54_Dimension,口径31.2、残高30.4厘米
dim_4d2e6193,基本尺寸:尺寸描述,E54_Dimension,口径 24.2、底径 10.7、通高 45.6 厘米
dim_814b62ac,基本尺寸:尺寸描述,E54_Dimension,足径5.6厘米
dim_a323467d,基本尺寸:尺寸描述,E54_Dimension,底径6.4厘米
dim_b33eeec2,基本尺寸:尺寸描述,E54_Dimension,底径10.8厘米
dim_23bf3dec,基本尺寸:尺寸描述,E54_Dimension,底径8厘米
dim_3b4efe0d,基本尺寸:尺寸描述,E54_Dimension,底径10、足高1.2厘米
dim_029cfa57,基本尺寸:尺寸描述,E54_Dimension,底径10、残高24厘米
dim_db61db95,基本尺寸:尺寸描述,E54_Dimension,底径8、残高34厘米
type_bb1d9f87,小坩埚,E55_Type,
dim_96f1c8b1,基本尺寸:尺寸描述,E54_Dimension,口径16、残高9.2厘米
dim_c156b7ea,基本尺寸:尺寸描述,E54_Dimension,底径11.5厘米
dim_60002e19,基本尺寸:尺寸描述,E54_Dimension,底径13.5厘米
dim_8686af0e,基本尺寸:尺寸描述,E54_Dimension,口径 13.2、通高 6.4 厘米
mat_f6dc1ad0,细砂质黑陶,E57_Material,
dim_d53e06a5,基本尺寸:尺寸描述,E54_Dimension,口径 14 厘米
mat_eb16cc18,细砂黑陶,E57_Material,
dim_56a87449,基本尺寸:尺寸描述,E54_Dimension,纽径 3 厘米
type_a8a6c235,表略抹光,E55_Type,
dim_8e6079c1,基本尺寸:尺寸描述,E54_Dimension,直径3.8、厚0.6~0.8厘米
dim_3dca53c8,基本尺寸:尺寸描述,E54_Dimension,直径 4.6、孔径 0.7、厚 0.5 厘米
dim_aa08b05a,基本尺寸:尺寸描述,E54_Dimension,直径 4.5、孔径 0.8、厚 3 厘米
dim_23e4427c,基本尺寸:尺寸描述,E54_Dimension,直径 4、孔径 0.7、厚 0.8 厘米
dim_90827035,基本尺寸:尺寸描述,E54_Dimension,直径 4.8、孔径 1、厚 0.5 厘米
dim_2d0a1410,基本尺寸:尺寸描述,E54_Dimension,直径 4、孔径 0.8、厚 1.2 厘米
dim_62bd8322,基本尺寸:尺寸描述,E54_Dimension,直径 4、厚 1.7 厘米
dim_ce2f6d25,基本尺寸:尺寸描述,E54_Dimension,残高 18 厘米
type_6960e844,弧腹尊,E55_Type,
dim_2090dc11,基本尺寸:尺寸描述,E54_Dimension,肩径20、底径14.4、残高28厘米
type_f2888ba4,尊口沿,E55_Type,
dim_31e2e733,基本尺寸:尺寸描述,E54_Dimension,口径19.6厘米
dim_35d20087,基本尺寸:尺寸描述,E54_Dimension,口径24.4、腹径44、通高35.4厘米
dim_6b131205,基本尺寸:尺寸描述,E54_Dimension,口径12厘米
type_661141ea,罐底,E55_Type,
dim_29c38061,基本尺寸:尺寸描述,E54_Dimension,底径10厘米
dim_ce8f6ce9,基本尺寸:尺寸描述,E54_Dimension,口径17、通高20厘米
mat_d317ba73,砂质灰陶，红胎,E57_Material,
type_875baeba,高残件,E55_Type,
dim_1ca199a9,基本尺寸:尺寸描述,E54_Dimension,口径16.8厘米
dim_b37015f4,基本尺寸:尺寸描述,E54_Dimension,口径25.2厘米
dim_1607c631,基本尺寸:尺寸描述,E54_Dimension,口径22厘米
dim_474d3b1d,基本尺寸:尺寸描述,E54_Dimension,直径4.2、孔径0.5、厚1厘米
type_f2112f6c,扁圆度韵,E55_Type,
dim_257eed0e,基本尺寸:尺寸描述,E54_Dimension,口径11.2、底径7.8、通高8.4厘米
dim_e57c12c8,基本尺寸:尺寸描述,E54_Dimension,口径20.4、残高10.5厘米
dim_f2c65a5c,基本尺寸:尺寸描述,E54_Dimension,口径8.4厘米
mat_e9f88040,"泥质灰陶, 黄胎",E57_Material,
dim_e05c4611,基本尺寸:尺寸描述,E54_Dimension,口径 36 厘米
dim_bb324c11,基本尺寸:尺寸描述,E54_Dimension,口径 38 厘米
dim_8d40b588,基本尺寸:尺寸描述,E54_Dimension,口径 34 厘米
dim_5a38a78c,基本尺寸:尺寸描述,E54_Dimension,底径10厘米
dim_ab86322e,基本尺寸:尺寸描述,E54_Dimension,口径 42.4 厘米
dim_09b11522,基本尺寸:尺寸描述,E54_Dimension,口径 36.8 厘米
dim_3985ba70,基本尺寸:尺寸描述,E54_Dimension,口径 36、残高 58 厘米
dim_037737cd,基本尺寸:尺寸描述,E54_Dimension,直径4、孔径0.5、厚0.5厘米
dim_dc975b59,基本尺寸:尺寸描述,E54_Dimension,直径4、孔径0.6、厚0.5厘米
dim_25bfed86,基本尺寸:尺寸描述,E54_Dimension,直径4.2、孔径1、厚2厘米
dim_2f02d8b1,基本尺寸:尺寸描述,E54_Dimension,口径18.8、残高18厘米
type_17db43d2,"划纹, 拍印",E55_Type,
dim_be6e9ede,基本尺寸:尺寸描述,E54_Dimension,口径11.6厘米
dim_2b19fc6e,基本尺寸:尺寸描述,E54_Dimension,口径13.6、通高21.2、底径5.6厘米
dim_8d281f57,基本尺寸:尺寸描述,E54_Dimension,口径12.8、通高20.8厘米
dim_159626b1,基本尺寸:尺寸描述,E54_Dimension,口径25.6、残高44厘米
dim_cba8cd0d,基本尺寸:尺寸描述,E54_Dimension,口径18.8、残高24厘米
dim_0b91287d,基本尺寸:尺寸描述,E54_Dimension,口径21.6、通高23.2厘米
dim_e9621d8d,基本尺寸:尺寸描述,E54_Dimension,口径19.6、通高20厘米
dim_e48746c5,基本尺寸:尺寸描述,E54_Dimension,口径32.8厘米
dim_a14052cd,基本尺寸:尺寸描述,E54_Dimension,径4.5、厚0.5厘米
dim_6f0fbc10,基本尺寸:尺寸描述,E54_Dimension,径3、孔径0.4厘米
dim_2713f801,基本尺寸:尺寸描述,E54_Dimension,口径17.2、通高16.2厘米
dim_18c813b1,基本尺寸:尺寸描述,E54_Dimension,口径10.8、通高15.6厘米
dim_34ace8c1,基本尺寸:尺寸描述,E54_Dimension,腹径16.0、底径6.4厘米
dim_56fd81a0,基本尺寸:尺寸描述,E54_Dimension,口径16.4厘米
dim_998f7e3f,基本尺寸:尺寸描述,E54_Dimension,口径17.2、通高19.6、足高5.2厘米
dim_651f2bc5,基本尺寸:尺寸描述,E54_Dimension,足高6.6厘米
dim_8fb2acb2,基本尺寸:尺寸描述,E54_Dimension,口径23.6、足高8.8、壁厚0.35厘米
dim_841295cf,基本尺寸:尺寸描述,E54_Dimension,口径21.6厘米
dim_3ce138a1,基本尺寸:尺寸描述,E54_Dimension,径12厘米
dim_7b9f2fb5,基本尺寸:尺寸描述,E54_Dimension,口径34.4厘米
dim_2559ffcf,基本尺寸:尺寸描述,E54_Dimension,残高8.4厘米
dim_a6eda6f9,基本尺寸:尺寸描述,E54_Dimension,口径39.2厘米
dim_f4eaf97d,基本尺寸:尺寸描述,E54_Dimension,口径23.2、通高35.0厘米
dim_0266dd98,基本尺寸:尺寸描述,E54_Dimension,残高26.2厘米
mat_31475d4b,细泥灰陶,E57_Material,
dim_8d0acce0,基本尺寸:尺寸描述,E54_Dimension,径4厘米
mat_c8e1a771,褐色陶,E57_Material,
mat_3ca550a0,微量砂,E57_Material,
dim_ff58ef93,基本尺寸:尺寸描述,E54_Dimension,径4.5、厚1.7厘米
type_18499ab9,拍,E55_Type,
dim_e057c97b,基本尺寸:尺寸描述,E54_Dimension,通高8.8、径11.2厘米
dim_8d72fc0e,基本尺寸:尺寸描述,E54_Dimension,口径 14、通高 32.2 厘米
dim_13b09689,基本尺寸:尺寸描述,E54_Dimension,口径10.8、通高19.2、底径8厘米
dim_2e9fef19,基本尺寸:尺寸描述,E54_Dimension,口径17.6厘米
dim_f3d76a58,基本尺寸:尺寸描述,E54_Dimension,口径35.6、通高47.6厘米
dim_d534ac42,基本尺寸:尺寸描述,E54_Dimension,残高21.6厘米
dim_9a8dfe01,基本尺寸:尺寸描述,E54_Dimension,残高28厘米
dim_a0f28421,基本尺寸:尺寸描述,E54_Dimension,径4厘米
dim_bcfcb410,基本尺寸:尺寸描述,E54_Dimension,口径6.4、通高8.2、底径3.4厘米
mat_9f6e09b6,"泥质黑陶, 黄胎",E57_Material,
dim_7ee548fa,基本尺寸:尺寸描述,E54_Dimension,口径 6.8、通高 6.4 厘米
dim_edbae04b,基本尺寸:尺寸描述,E54_Dimension,底径3.6厘米
mat_8fdd00b5,"砂质灰黑陶, 足为红陶",E57_Material,
dim_61ee283d,基本尺寸:尺寸描述,E54_Dimension,口径 14.4、残高 13.6 厘米
dim_4cb0d26a,基本尺寸:尺寸描述,E54_Dimension,口径10厘米
dim_cc0f6d5b,基本尺寸:尺寸描述,E54_Dimension,口径 13.2、残高 13.2 厘米
mat_8f8ec3e1,夹砂灰陶，红胎,E57_Material,
dim_2e9fc876,基本尺寸:尺寸描述,E54_Dimension,口径 14、腰径 11.6、残高约 19.2 厘米
dim_7181e318,基本尺寸:尺寸描述,E54_Dimension,"口径 14.8, 残高 7.4 厘米"
dim_70cd9ba4,基本尺寸:尺寸描述,E54_Dimension,口径29.2、肩径32.8、底径8.8厘米
dim_46bc10f8,基本尺寸:尺寸描述,E54_Dimension,口径38、残高40厘米
dim_04559a29,基本尺寸:尺寸描述,E54_Dimension,口径51.2厘米
dim_bccf28fe,基本尺寸:尺寸描述,E54_Dimension,底径 5.8 厘米
dim_6034cfba,基本尺寸:尺寸描述,E54_Dimension,直径5.4、厚1.0、孔径0.7厘米
dim_29a58d32,基本尺寸:尺寸描述,E54_Dimension,直径3.6、厚1.1、孔径1.2厘米
dim_7e2df716,基本尺寸:尺寸描述,E54_Dimension,直径3.4、孔径0.4厘米
dim_1439e58d,基本尺寸:尺寸描述,E54_Dimension,直径 5.5、厚 2、孔径 1 厘米
dim_70ddc484,基本尺寸:尺寸描述,E54_Dimension,直径 3.5、厚 1、孔径 0.5 厘米
dim_e8eab4ff,基本尺寸:尺寸描述,E54_Dimension,上径 2.5、中径 3.8、厚 2.3、孔径 0.8 厘米
dim_8a86f933,基本尺寸:尺寸描述,E54_Dimension,直径 4、厚 2.8、孔径 1 厘米
dim_ec88a2ec,基本尺寸:尺寸描述,E54_Dimension,径 9.5 厘米
dim_f05c900e,基本尺寸:尺寸描述,E54_Dimension,口径20.4、残高30厘米
dim_b33a53d1,基本尺寸:尺寸描述,E54_Dimension,底径 2.6、残高 16 厘米
dim_15a3d2a9,基本尺寸:尺寸描述,E54_Dimension,底径 2.4、残高 22 厘米
type_6b5b9c7e,陶小坩埚,E55_Type,
dim_b67a3634,基本尺寸:尺寸描述,E54_Dimension,足径 4.8、残高 10.8 厘米
type_397cea55,陶菌形纽器盖,E55_Type,
type_2f26001d,陶算珠形纺轮,E55_Type,
dim_a2c4a5db,基本尺寸:尺寸描述,E54_Dimension,直径 3.3、厚 1、孔径 0.7 厘米
mat_288ffba4,泥质黑陶，红胎,E57_Material,
dim_ba22fa6b,基本尺寸:尺寸描述,E54_Dimension,直径 4、厚 3.2、孔径 0.4 厘米
type_17537373,硬（釉）陶双折肩斜腹尊,E55_Type,
dim_e13f19c0,基本尺寸:尺寸描述,E54_Dimension,口径24.8、通高26.8、底径10.8厘米
type_3fdcab2d,短颈壶,E55_Type,
dim_79609608,基本尺寸:尺寸描述,E54_Dimension,口径6.8、通高16.8厘米
dim_2cee1da6,基本尺寸:尺寸描述,E54_Dimension,口径36.8厘米
dim_498ee140,基本尺寸:尺寸描述,E54_Dimension,口径40厘米
dim_2f5b33bc,基本尺寸:尺寸描述,E54_Dimension,口径39.2、通高52.8厘米
dim_ac2307b1,基本尺寸:尺寸描述,E54_Dimension,口径35.6、通高55.6厘米
dim_5b20219c,基本尺寸:尺寸描述,E54_Dimension,口径40厘米
mat_5ab61cce,砂质红灰陶,E57_Material,
dim_1ebe62dd,基本尺寸:尺寸描述,E54_Dimension,残高40.9厘米
dim_bfd4fa7e,基本尺寸:尺寸描述,E54_Dimension,径3.8、厚1.4厘米
dim_bf31d8e5,基本尺寸:尺寸描述,E54_Dimension,径4、厚0.6厘米
dim_6652115a,基本尺寸:尺寸描述,E54_Dimension,口径14.4、残高17.2厘米
dim_d3f086cc,基本尺寸:尺寸描述,E54_Dimension,口径16.4厘米
dim_aab12bdc,基本尺寸:尺寸描述,E54_Dimension,口径14.4厘米
dim_71e8d0bd,基本尺寸:尺寸描述,E54_Dimension,口径28.4、残高28.6厘米
dim_29b0c3d9,基本尺寸:尺寸描述,E54_Dimension,口径36.8、残高46.4厘米
dim_9b3533ca,基本尺寸:尺寸描述,E54_Dimension,口径38厘米
dim_a396fabf,基本尺寸:尺寸描述,E54_Dimension,径20厘米
dim_5d591785,基本尺寸:尺寸描述,E54_Dimension,口径 18、残高 12.8 厘米
type_4591f813,鹰首,E55_Type,
dim_56beb481,基本尺寸:尺寸描述,E54_Dimension,通高 4.6 厘米
type_b091fdcd,晕,E55_Type,
type_1ac149fc,直口盏,E55_Type,
type_0a05d8cc,敞口类,E55_Type,
type_319e6e40,束腰类,E55_Type,
type_ba820a2e,敛口分档举,E55_Type,
type_2eea97c7,侈口篇,E55_Type,
type_422b6c97,A型陶筒形器,E55_Type,
dim_b3d90cb2,基本尺寸:尺寸描述,E54_Dimension,口径13.6、通高71.2厘米
type_d63dda0f,B型陶筒形器,E55_Type,
dim_bed1c113,基本尺寸:尺寸描述,E54_Dimension,口径17.6、中腹径20.8、通高94厘米
type_40192d82,镂孔、堆塑,E55_Type,
type_07f164b0,C型陶筒形器,E55_Type,
dim_5db872fa,基本尺寸:尺寸描述,E54_Dimension,上口径9.2、下口径32.4、通高61.2厘米
dim_d64ee495,基本尺寸:尺寸描述,E54_Dimension,上口径11.6、下口径31.2、通高69.2厘米
type_79f26b04,Aa型陶缸,E55_Type,
type_706d8aad,细长封顶筒形器,E55_Type,
type_02d608e3,子母口筒形器,E55_Type,
type_c490513a,粗壮封顶中腹呈球状筒形器,E55_Type,
dim_1150a3c3,基本尺寸:尺寸描述,E54_Dimension,口径10.4、通高11.2厘米
dim_8ece3f8f,基本尺寸:尺寸描述,E54_Dimension,口径10.4、通高11.6厘米
dim_426ec7b7,基本尺寸:尺寸描述,E54_Dimension,口径10.4、通高11.6厘米
dim_81d0ac66,基本尺寸:尺寸描述,E54_Dimension,口径12.8、通高11.2厘米
dim_be08dae7,基本尺寸:尺寸描述,E54_Dimension,口径12.4、通高13.6厘米
dim_e60cb856,基本尺寸:尺寸描述,E54_Dimension,口径10.4、残高12厘米
dim_df2317c4,基本尺寸:尺寸描述,E54_Dimension,口径10.4、通高10.4厘米
dim_401c539f,基本尺寸:尺寸描述,E54_Dimension,口径12.6、通高11.2厘米
dim_b77444cf,基本尺寸:尺寸描述,E54_Dimension,口径9.6，通高10.4厘米
dim_1803e96d,基本尺寸:尺寸描述,E54_Dimension,口径8、通高8厘米
dim_fb8a1979,基本尺寸:尺寸描述,E54_Dimension,口径9、通高8.3厘米
dim_a72ed9c0,基本尺寸:尺寸描述,E54_Dimension,口径10、通高9.6厘米
dim_b701dccc,基本尺寸:尺寸描述,E54_Dimension,口径7、通高9厘米
dim_f3e6d8e4,基本尺寸:尺寸描述,E54_Dimension,口径5.6、通高5.8厘米
dim_5d9623af,基本尺寸:尺寸描述,E54_Dimension,口径12、通高8.6厘米
dim_5734c9f4,基本尺寸:尺寸描述,E54_Dimension,口径11.6、通高8.4厘米
dim_fd6abaed,基本尺寸:尺寸描述,E54_Dimension,残高8厘米
dim_9bb9a49b,基本尺寸:尺寸描述,E54_Dimension,口径27.2、残高29.6厘米
dim_b2f77f8a,基本尺寸:尺寸描述,E54_Dimension,口径16.4、通高20厘米
dim_4881171d,基本尺寸:尺寸描述,E54_Dimension,口径20、残高6厘米
mat_91e729c0,夹砂深灰陶,E57_Material,
dim_9db6947c,基本尺寸:尺寸描述,E54_Dimension,口径19.2、残高14.4厘米
dim_5df5bff2,基本尺寸:尺寸描述,E54_Dimension,口径21、残高4.8厘米
dim_f6c09dda,基本尺寸:尺寸描述,E54_Dimension,口径20.8、残高5.6厘米
type_d16aed00,戳印点纹,E55_Type,
dim_aff277cc,基本尺寸:尺寸描述,E54_Dimension,口径9.6、通高3.2厘米
dim_8e3e1334,基本尺寸:尺寸描述,E54_Dimension,口径7.6、通高4厘米
dim_f58f5b2e,基本尺寸:尺寸描述,E54_Dimension,口径9、通高4.8厘米
dim_66f3c5a0,基本尺寸:尺寸描述,E54_Dimension,口径6.8、通高1.9厘米
dim_5052caf6,基本尺寸:尺寸描述,E54_Dimension,口径8.2、通高3.4厘米
dim_476f5359,基本尺寸:尺寸描述,E54_Dimension,口径9.4、通高3.6厘米
dim_97c5da20,基本尺寸:尺寸描述,E54_Dimension,口径8.4、通高3.2厘米
dim_75785398,基本尺寸:尺寸描述,E54_Dimension,口径8.9、通高3.6厘米
dim_d1f66cdd,基本尺寸:尺寸描述,E54_Dimension,口径8.8、通高3.8厘米
dim_70ecf64a,基本尺寸:尺寸描述,E54_Dimension,口径10.8、通高4厘米
dim_abb5edfb,基本尺寸:尺寸描述,E54_Dimension,口径9.6、通高3.4厘米
dim_819bcc66,基本尺寸:尺寸描述,E54_Dimension,口径9.3、通高3.4厘米
dim_8504ad6b,基本尺寸:尺寸描述,E54_Dimension,口径10、通高4.4厘米
type_a67d9a46,盖,E55_Type,
dim_2a72559d,基本尺寸:尺寸描述,E54_Dimension,口径11、通高3厘米
dim_71bed248,基本尺寸:尺寸描述,E54_Dimension,口径7.6、通高3.8厘米
dim_c04dd2e6,基本尺寸:尺寸描述,E54_Dimension,口径10、通高4.8厘米
dim_93c6326a,基本尺寸:尺寸描述,E54_Dimension,口径9.2、通高4.4厘米
dim_c1cd3657,基本尺寸:尺寸描述,E54_Dimension,口径9.2、通高5.2厘米
dim_dbb80060,基本尺寸:尺寸描述,E54_Dimension,口径8.1、通高3厘米
dim_e8ca3cb1,基本尺寸:尺寸描述,E54_Dimension,口径11.6、通高4.8厘米
dim_9e3fb79b,基本尺寸:尺寸描述,E54_Dimension,口径12、通高5.8厘米
dim_9dd10c14,基本尺寸:尺寸描述,E54_Dimension,口径9.4、通高3.8厘米
dim_3f49ac77,基本尺寸:尺寸描述,E54_Dimension,口径10.4、残高9厘米
dim_d0c0f3ac,基本尺寸:尺寸描述,E54_Dimension,口径6.5、通高3.2厘米
dim_a5084af0,基本尺寸:尺寸描述,E54_Dimension,口径3.6、通高2.5厘米
dim_7dd8665a,基本尺寸:尺寸描述,E54_Dimension,口径6.8、通高3.4厘米
dim_dd880a03,基本尺寸:尺寸描述,E54_Dimension,口径6.4、通高7.4厘米
dim_fa25c77a,基本尺寸:尺寸描述,E54_Dimension,残高8.8厘米
mat_391f1f6d,泥质灰胎橙黄陶,E57_Material,
dim_b667cb24,基本尺寸:尺寸描述,E54_Dimension,残高7厘米
dim_eea3b31d,基本尺寸:尺寸描述,E54_Dimension,残高7.6厘米
mat_4bc41fb9,夹砂红陶，红衣,E57_Material,
dim_338fe8d6,基本尺寸:尺寸描述,E54_Dimension,残高6厘米
mat_c7292e27,泥质磨光黑陶,E57_Material,
