ID,task_id,site_id,period_id,structure_id,文物编号,器型,subtype_level1,subtype_level2,subtype_level3,basic_shape,原始出土地点,出土区域,出土单位,出土层位,出土墓葬,陶土类型,纯洁度,细腻度,掺杂物,颜色,硬度,烧成温度,器型特征,器物组合,尺寸描述,量度信息,高度(cm),口径(cm),厚度(cm),功能,成型工艺,修整技术,surface_treatment,装饰手法,纹饰类型,制作活动,制作者,制作年代,制作地点,excavation_activity,保存状况,完整程度,有图片,main_image_id,source_text_blocks,raw_attributes,cidoc_attributes,extraction_confidence,created_at,updated_at
1676,task_20251202_045511_4034,4,,,G2⑧:160,壶,,,,,G2⑧:160,卞家山,G2,⑧,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,敞口略外卷，尖圆唇，耸肩，弧腹，平底，底心较厚，圈足残,,口径6.3、残高10厘米,,10.0,6.3,,,,,,,,,,,,,,,0,,[56],"{""artifact_code"": ""G2⑧:160"", ""subtype"": ""壶"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""敞口略外卷，尖圆唇，耸肩，弧腹，平底，底心较厚，圈足残"", ""vessel_combination"": null, ""dimensions"": ""口径6.3、残高10厘米"", ""height"": 10, ""diameter"": 6.3, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G2⑧:160"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G2"", ""ex_layer"": ""⑧"", ""location_unit"": null, ""image_references"": [""图9-40，13"", ""彩版一九九，6""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1677,task_20251202_045511_4034,4,,,G2⑧:162,单把杯,,,,,G2⑧:162,卞家山,G2,⑧,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,"直口略张, 尖唇, 腹部厚胎, 外鼓内直, 平底, 圈足陡直、唇尖 | 侈口, 溜肩, 深腹略鼓, 圈足陡直与腹部相连, 腹部一侧附半环形把手",,口径5.4、高7.5、圈足径4.4厘米,,11.0,6.0,,,,,,,,,,,,,,,0,,[56],"{""clay_purity"": null, ""production_location"": null, ""firing_temperature"": null, ""ex_region"": ""卞家山"", ""subtype"": ""单把杯"", ""image_references"": ""['图9-41，1', '彩版二〇〇，1'] | ['图9-42，3', '彩版二〇三，3']"", ""dimensions"": ""口径5.4、高7.5、圈足径4.4厘米"", ""height"": 11, ""location_unit"": null, ""excavation_location"": ""G2⑧:162"", ""decoration_method"": null, ""production_date"": null, ""surface_treatment"": null, ""clay_type"": ""泥质灰胎黑皮陶"", ""ex_unit"": ""G2"", ""forming_technique"": null, ""finishing_technique"": null, ""decoration_type"": null, ""artifact_code"": ""G2⑧:162"", ""ex_layer"": ""⑧"", ""function"": null, ""clay_fineness"": null, ""color"": ""灰胎黑皮"", ""vessel_combination"": null, ""shape_features"": ""直口略张, 尖唇, 腹部厚胎, 外鼓内直, 平底, 圈足陡直、唇尖 | 侈口, 溜肩, 深腹略鼓, 圈足陡直与腹部相连, 腹部一侧附半环形把手"", ""hardness"": null, ""production_activity"": null, ""maker"": null, ""diameter"": 6, ""thickness"": null, ""mixed_materials"": null}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1678,task_20251202_045511_4034,4,,,T15②：1,杯,,,,,T15②：1,卞家山,T15,②,M66,泥质褐胎黑皮陶,,,,褐胎黑皮,,,敛口，圆唇，鼓腹，矮圈足较陡直,,口径4.7、高8.3、圈足径5.2厘米,,8.3,4.7,,,,,,,,,,,,,,,0,,[56],"{""artifact_code"": ""T15②：1"", ""subtype"": ""杯"", ""clay_type"": ""泥质褐胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""褐胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""敛口，圆唇，鼓腹，矮圈足较陡直"", ""vessel_combination"": null, ""dimensions"": ""口径4.7、高8.3、圈足径5.2厘米"", ""height"": 8.3, ""diameter"": 4.7, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T15②：1"", ""ex_region"": ""卞家山"", ""ex_unit"": ""T15"", ""ex_layer"": ""②"", ""location_unit"": null, ""image_references"": [""图9-41，3"", ""彩版二〇〇，3""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1679,task_20251202_045511_4034,4,,,G2②:163,杯,,,,,G2②:163,卞家山,G2,②,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,"直口稍敛, 腹部内弧外折, 腹外饰三道凸棱, 圈足较高, 中部饰圆角三角形镂孔及错乱抹划纹",,口径7.8、高8.7、圈足径6.7厘米,,8.7,7.8,,,,,,镂孔、抹划,圆角三角形镂孔及错乱抹划纹,,,,,,,,0,,[56],"{""artifact_code"": ""G2②:163"", ""subtype"": ""杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""直口稍敛, 腹部内弧外折, 腹外饰三道凸棱, 圈足较高, 中部饰圆角三角形镂孔及错乱抹划纹"", ""vessel_combination"": null, ""dimensions"": ""口径7.8、高8.7、圈足径6.7厘米"", ""height"": 8.7, ""diameter"": 7.8, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""镂孔、抹划"", ""decoration_type"": ""圆角三角形镂孔及错乱抹划纹"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G2②:163"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G2"", ""ex_layer"": ""②"", ""location_unit"": null, ""image_references"": [""图9-41，4"", ""彩版二〇〇，4""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1680,task_20251202_045511_4034,4,,,G1③:155,杯,,,,,G1③:155,卞家山,G1,③,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,"弱侈口, 折肩, 深弧腹, 喇叭形圈足, 腹部饰四道宽凹旋纹",,口径5.7、高9.8、圈足径5.4厘米,,9.8,5.7,,,,,,旋纹,四道宽凹旋纹,,,,,,,,0,,[56],"{""artifact_code"": ""G1③:155"", ""subtype"": ""杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""弱侈口, 折肩, 深弧腹, 喇叭形圈足, 腹部饰四道宽凹旋纹"", ""vessel_combination"": null, ""dimensions"": ""口径5.7、高9.8、圈足径5.4厘米"", ""height"": 9.8, ""diameter"": 5.7, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""旋纹"", ""decoration_type"": ""四道宽凹旋纹"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G1③:155"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G1"", ""ex_layer"": ""③"", ""location_unit"": null, ""image_references"": [""图9-41, 5"", ""彩版二〇一, 1""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1681,task_20251202_045511_4034,4,,,G2⑧:54,杯,,,,,G2⑧:54,卞家山,G2,⑧,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,"弱侈口, 直腹略鼓, 圈足较高",,口径7、高7.5、圈足径6.2厘米,,7.5,7.0,,,,,,,,,,,,,,,0,,[56],"{""artifact_code"": ""G2⑧:54"", ""subtype"": ""杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""弱侈口, 直腹略鼓, 圈足较高"", ""vessel_combination"": null, ""dimensions"": ""口径7、高7.5、圈足径6.2厘米"", ""height"": 7.5, ""diameter"": 7, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G2⑧:54"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G2"", ""ex_layer"": ""⑧"", ""location_unit"": null, ""image_references"": [""图9-41，6"", ""彩版二〇一，2""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1682,task_20251202_045511_4034,4,,,T4'⑪:43,杯,,,,,T4'⑪:43,卞家山,T4',⑪,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,尖圆唇，弧腹，底残,,口径7.2、残高7.5厘米,,7.5,7.2,,,,,,,,,,,,,,,0,,[56],"{""artifact_code"": ""T4'⑪:43"", ""subtype"": ""杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""尖圆唇，弧腹，底残"", ""vessel_combination"": null, ""dimensions"": ""口径7.2、残高7.5厘米"", ""height"": 7.5, ""diameter"": 7.2, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T4'⑪:43"", ""ex_region"": ""卞家山"", ""ex_unit"": ""T4'"", ""ex_layer"": ""⑪"", ""location_unit"": null, ""image_references"": [""图9-41，8"", ""彩版二〇一，4""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1683,task_20251202_045511_4034,4,,,台I③:68,杯,,,,,台I③:68,卞家山,台I,③,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,敞口圆唇，深弧腹，腹外有一长方形略上翘的，矮圈足外撇,,口径11.7、高7.5、圈足径9.3厘米,,7.5,11.7,,,,,,,,,,,,,,,0,,[56],"{""artifact_code"": ""台I③:68"", ""subtype"": ""杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""敞口圆唇，深弧腹，腹外有一长方形略上翘的，矮圈足外撇"", ""vessel_combination"": null, ""dimensions"": ""口径11.7、高7.5、圈足径9.3厘米"", ""height"": 7.5, ""diameter"": 11.7, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""台I③:68"", ""ex_region"": ""卞家山"", ""ex_unit"": ""台I"", ""ex_layer"": ""③"", ""location_unit"": null, ""image_references"": [""图9-41，10"", ""彩版二〇二，2""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1684,task_20251202_045511_4034,4,,,T2'⑪:9,杯,,,,,T2'⑪:9,卞家山,T2',⑪,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,敞口卷沿，弧腹，矮圈足,,残口径7.8、残高4.7厘米,,4.7,7.8,,,,,,,,,,,,,,,0,,[56],"{""artifact_code"": ""T2'⑪:9"", ""subtype"": ""杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""敞口卷沿，弧腹，矮圈足"", ""vessel_combination"": null, ""dimensions"": ""残口径7.8、残高4.7厘米"", ""height"": 4.7, ""diameter"": 7.8, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T2'⑪:9"", ""ex_region"": ""卞家山"", ""ex_unit"": ""T2'"", ""ex_layer"": ""⑪"", ""location_unit"": null, ""image_references"": [""图9-41，12"", ""彩版二〇二，4""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1685,task_20251202_045511_4034,4,,,G1②:267,杯,,,,,G1②:267,卞家山,G1,②,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,"直口微敞, 垂鼓腹, 圈足外撇",,口径8、高6.4、圈足径7厘米,,6.4,8.0,,,,,,刻划,凸弦纹,,,,,,,,0,,[56],"{""artifact_code"": ""G1②:267"", ""subtype"": ""杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""直口微敞, 垂鼓腹, 圈足外撇"", ""vessel_combination"": null, ""dimensions"": ""口径8、高6.4、圈足径7厘米"", ""height"": 6.4, ""diameter"": 8, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""刻划"", ""decoration_type"": ""凸弦纹"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G1②:267"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G1"", ""ex_layer"": ""②"", ""location_unit"": null, ""image_references"": [""图9-41，13"", ""彩版二〇二，5""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1686,task_20251202_045511_4034,4,,,台I  $②$  ：73,杯,,,,,台I  $②$  ：73,卞家山,台I,②,M66,夹砂灰褐陶,,,砂,灰褐,,,直口稍敛，折腹，底内凹，小圈足较直,,口径9、高5、圈足径6厘米,,5.0,9.0,,,,,,,,,,,,,,,0,,[56],"{""artifact_code"": ""台I  $②$  ：73"", ""subtype"": ""杯"", ""clay_type"": ""夹砂灰褐陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""灰褐"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""直口稍敛，折腹，底内凹，小圈足较直"", ""vessel_combination"": null, ""dimensions"": ""口径9、高5、圈足径6厘米"", ""height"": 5, ""diameter"": 9, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""台I  $②$  ：73"", ""ex_region"": ""卞家山"", ""ex_unit"": ""台I"", ""ex_layer"": ""②"", ""location_unit"": null, ""image_references"": [""图9-41，14"", ""彩版二O二，6""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1687,task_20251202_045511_4034,4,,,T4'⑫:78,杯,,,,,T4'⑫:78,卞家山,T4',⑫,M66,夹砂灰褐陶,,,砂,灰褐,,,直口厚卷沿，折腹,,口径6.2、高4.5厘米,,4.5,6.2,,,,,,刻划,齿划纹,,,,,,,,0,,[56],"{""artifact_code"": ""T4'⑫:78"", ""subtype"": ""杯"", ""clay_type"": ""夹砂灰褐陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""灰褐"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""直口厚卷沿，折腹"", ""vessel_combination"": null, ""dimensions"": ""口径6.2、高4.5厘米"", ""height"": 4.5, ""diameter"": 6.2, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""刻划"", ""decoration_type"": ""齿划纹"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T4'⑫:78"", ""ex_region"": ""卞家山"", ""ex_unit"": ""T4'"", ""ex_layer"": ""⑫"", ""location_unit"": null, ""image_references"": [""图9-41，15""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1688,task_20251202_045511_4034,4,,,T4'⑫:97,杯,,,,,T4'⑫:97,卞家山,T4',⑫,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,敞口斜折沿，尖唇，直腹微鼓，圈足粗矮,,口径11.5、高7.9厘米,,7.9,11.5,,,,,,,,,,,,,,,0,,[56],"{""artifact_code"": ""T4'⑫:97"", ""subtype"": ""杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""敞口斜折沿，尖唇，直腹微鼓，圈足粗矮"", ""vessel_combination"": null, ""dimensions"": ""口径11.5、高7.9厘米"", ""height"": 7.9, ""diameter"": 11.5, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T4'⑫:97"", ""ex_region"": ""卞家山"", ""ex_unit"": ""T4'"", ""ex_layer"": ""⑫"", ""location_unit"": null, ""image_references"": [""图9-41，16""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1689,task_20251202_045511_4034,4,,,G1①:217,单把杯,,,,,G1①:217,卞家山,G1,①,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,"侈口尖唇, 直腹略鼓, 平底略内凹, 腹部一侧附半环形把手",,口径8.1、高9.5厘米,,9.5,8.1,,,,,,,,,,,,,,,0,,[56],"{""artifact_code"": ""G1①:217"", ""subtype"": ""单把杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""侈口尖唇, 直腹略鼓, 平底略内凹, 腹部一侧附半环形把手"", ""vessel_combination"": null, ""dimensions"": ""口径8.1、高9.5厘米"", ""height"": 9.5, ""diameter"": 8.1, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G1①:217"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G1"", ""ex_layer"": ""①"", ""location_unit"": null, ""image_references"": [""图9-42，1"", ""彩版二〇三，1""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1690,task_20251202_045511_4034,4,,,G2②:88,宽把杯,,,,,G2②:88,卞家山,G2,②,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,"束颈翘流, 深腹圆鼓, 圈足粗矮, 与翘流相对的一侧附半环形宽把",,通高13、圈足径6.6厘米,,13.0,,,,,,,,,,,,,,,,0,,[56],"{""artifact_code"": ""G2②:88"", ""subtype"": ""宽把杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""束颈翘流, 深腹圆鼓, 圈足粗矮, 与翘流相对的一侧附半环形宽把"", ""vessel_combination"": null, ""dimensions"": ""通高13、圈足径6.6厘米"", ""height"": 13, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G2②:88"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G2"", ""ex_layer"": ""②"", ""location_unit"": null, ""image_references"": [""图9-42，4"", ""彩版二〇三，4""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1691,task_20251202_045511_4034,4,,,G1②:243,宽把杯,,,,,G1②:243,卞家山,G1,②,M66,泥质灰胎黑皮陶,,,,灰胎黑皮,,,"深腹圆鼓, 圈足粗矮, 腹部一侧附半环形宽把",,残高11、把宽5、圈足径6.5厘米,,11.0,,,,,,,刻划,竖向阴刻线,,,,,,,,0,,[56],"{""artifact_code"": ""G1②:243"", ""subtype"": ""宽把杯"", ""clay_type"": ""泥质灰胎黑皮陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""灰胎黑皮"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""深腹圆鼓, 圈足粗矮, 腹部一侧附半环形宽把"", ""vessel_combination"": null, ""dimensions"": ""残高11、把宽5、圈足径6.5厘米"", ""height"": 11, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""刻划"", ""decoration_type"": ""竖向阴刻线"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G1②:243"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G1"", ""ex_layer"": ""②"", ""location_unit"": null, ""image_references"": [""图9-42，5"", ""彩版二〇三，5""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1692,task_20251202_045511_4034,4,,,G2④:46,盗,,,,,G2④:46,卞家山,G2,④,M66,夹砂灰褐陶,,,砂,灰褐,,,"大口, 小翘流, 深弧腹, 与流相对的一侧肩部附宽把",,口径13.5、高14、底径9厘米,,14.0,13.5,,,,,,刻划,之字形刻划纹,,,,,,,,0,,[56],"{""artifact_code"": ""G2④:46"", ""subtype"": ""盗"", ""clay_type"": ""夹砂灰褐陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""灰褐"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""大口, 小翘流, 深弧腹, 与流相对的一侧肩部附宽把"", ""vessel_combination"": null, ""dimensions"": ""口径13.5、高14、底径9厘米"", ""height"": 14, ""diameter"": 13.5, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""刻划"", ""decoration_type"": ""之字形刻划纹"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G2④:46"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G2"", ""ex_layer"": ""④"", ""location_unit"": null, ""image_references"": [""图9-43，1"", ""彩版二〇四，1""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1693,task_20251202_045511_4034,4,,,G2③:158,盗,,,,,G2③:158,卞家山,G2,③,M66,夹砂红褐陶,,,砂,红褐,,,"侈口, 一侧上翘成箕形流, 扁球形腹, 浅圜底, 与流相对的一侧附半圆形宽把, 器底附3个等距分布的乳丁足",,高16、腹径17.5、把宽7厘米,,16.0,,,,,,,刻划,竖向划纹,,,,,,,,0,,[56],"{""artifact_code"": ""G2③:158"", ""subtype"": ""盗"", ""clay_type"": ""夹砂红褐陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""红褐"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""侈口, 一侧上翘成箕形流, 扁球形腹, 浅圜底, 与流相对的一侧附半圆形宽把, 器底附3个等距分布的乳丁足"", ""vessel_combination"": null, ""dimensions"": ""高16、腹径17.5、把宽7厘米"", ""height"": 16, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""刻划"", ""decoration_type"": ""竖向划纹"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G2③:158"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G2"", ""ex_layer"": ""③"", ""location_unit"": null, ""image_references"": [""图9-43，2"", ""彩版二〇四，2""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1694,task_20251202_045511_4034,4,,,G2②:114,盗,,,,,G2②:114,卞家山,G2,②,M66,夹砂褐陶,,,砂,褐,,,"直口稍敛, 一侧上翘成宽流, 扁球腹, 浅圜底, 与流相对的一侧附半圆形宽把, 器底附3个等距分布的乳丁足",,高15、腹径20、把宽7厘米,,15.0,,,,,,,刻划,竖向划纹,,,,,,,,0,,[56],"{""artifact_code"": ""G2②:114"", ""subtype"": ""盗"", ""clay_type"": ""夹砂褐陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""褐"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""直口稍敛, 一侧上翘成宽流, 扁球腹, 浅圜底, 与流相对的一侧附半圆形宽把, 器底附3个等距分布的乳丁足"", ""vessel_combination"": null, ""dimensions"": ""高15、腹径20、把宽7厘米"", ""height"": 15, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""刻划"", ""decoration_type"": ""竖向划纹"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""G2②:114"", ""ex_region"": ""卞家山"", ""ex_unit"": ""G2"", ""ex_layer"": ""②"", ""location_unit"": null, ""image_references"": [""图9-43，3"", ""彩版二〇四，3""]}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
1695,task_20251202_045511_4034,4,,,G2②:112,C型,,,,,G2②:112,卞家山,G2,②层,M66,夹砂褐陶,,,砂,褐陶,,,"扁圆腹, 平底, 一侧有前倾的管状流, 流后与器背之间有宽带状弧形把手, 底部的三个圆锥足呈等腰三角形分布",,残高 19 厘米,,19.0,,,,,,,,,,,,,,,,0,,[56],"{""clay_purity"": null, ""production_location"": null, ""firing_temperature"": null, ""ex_region"": ""卞家山"", ""subtype"": ""C型"", ""image_references"": ""['图9-44，1', '彩版二〇四，4'] | ['图 9-44, 1', '彩版二〇四, 4']"", ""dimensions"": ""残高 19 厘米"", ""height"": 19, ""location_unit"": null, ""excavation_location"": ""G2②:112"", ""decoration_method"": null, ""production_date"": null, ""surface_treatment"": null, ""clay_type"": ""夹砂褐陶"", ""ex_unit"": ""G2"", ""forming_technique"": null, ""finishing_technique"": null, ""decoration_type"": null, ""artifact_code"": ""G2②:112"", ""ex_layer"": ""②层"", ""function"": null, ""clay_fineness"": null, ""color"": ""褐陶"", ""vessel_combination"": null, ""shape_features"": ""扁圆腹, 平底, 一侧有前倾的管状流, 流后与器背之间有宽带状弧形把手, 底部的三个圆锥足呈等腰三角形分布"", ""hardness"": null, ""production_activity"": null, ""maker"": null, ""diameter"": null, ""thickness"": null, ""mixed_materials"": ""砂""}",{},0.8,2025-12-02 00:42:37,2025-12-02 00:42:37
